Comments,Label
ممبر پر بیٹھ کر گالیاں دینا ۔کون سا اسلام ہے یہ ۔افسوس  کی بات ہے,normal
ایسے ملوں کو اتنی غیرت بھی نہیں آتی کہ منبر پر بیٹھ کر اپنی اصلیت بھری زبان سے بک بک کر رہے ہوتے ہیں۔ یہ اسلام کی خدمت کر رہے ہیں۔ دلیل کے بدلے دلیل نہیں ان کے پاس گالیاں ہی ہیں۔,hate
اپنے آپ کو نبی سے برابر نہ سمجھ,normal
جب دلیل سے بات ختم نہ کی جا سکے تو گالیاں دینے لگ جاتے احمق سمر کاظمی جیسے,offensive
بے غیرت انسان کو اپنے خلاف گالیاں سن کر غصہ نہیں آتا,offensive
یہ تیرے جیسا اور تو اس جیسا تم دونوں میں کوئی فرق نہیں ہے وہ تیرا گستاخ اور تو امام مہدی کا گستاخ,offensive
گالی سن کے تم کو غصہ نہیں آتا تب تو تم گدھا ہو,offensive
"ثمر عطاری..   جیسا گندہ انسان کاینات پر نہیں...
  میرے عالم دین شعیہ سب کہتے ہیں انجینئر کو سنا کرے انہوں کو کیا مثل اللہ جانے",offensive
"مولوی صاحب آپ کے الفاظ سن کر بہت افسوس ہوا  گالی گلوچ سے مسلمان مطمن نہیں ہوں گے  
ہر بات کا جواب قرآن و سنت سے ثابت کریں 
اللہ ان مولویوں کو ھدائت عطا فرمائے",normal
ملاں جی یہی بات احمدی مسلمانوں کو گالیاں دینے والوں پر بھی عاید ہوتی تم بھی انہی میں سے ایک ہو آپ کی گالیوں سے احمدیت کو کوئی فرق نہیں پڑتا احمدیت آج پوری دنیا میں پھیل گئی ہے,normal
"تو آپ نے اپ کو اقبال سے زیادہ بتاتا ہے تو، تو اقبال کے جوتے کی خاک کے برابر بھی نہیں",offensive
یہ مولوی ہے کیا ہے یہ تو اچھا انسان بھی نہیں ہے مسلمان ہونا دور کی بات ہے۔۔ان کے پاس جب دلیل اور جواب نہیں ہوتا تو گالی گلوچ پر اتر آتے ہیں۔,hate
ان بدعتیوں کی عادت ہے جب بھی قرآن وحدیث سے حوالہ مانگتے ہیں تو گستاخ کہہ کر گالیاں دے کر بھاگنے کی کوشش کرتے ہیں,normal
اگر  آپ سمجھتے تو بزرگوں کو برا بھلا نہ کہتے ۔ کیا ان کے دور میں انٹر نیٹ تھا انہوں نے ایک ایک حدیث محنت کر کے اكهٹی  کی سفر کیا علم کے لیے آپ کو تو کمرے میں بیٹھ کر سب  کچھ مل گیا ۔ لہذا حیا کریں  علمی اختلاف کریں لیکن برا بھلا نا کہا کریں,offensive
دھویں نکل رہے ہے ان کے کانوں سے ۔ گالیاں نکالتے پھر رہے ہیں ۔,normal
"مولوی تیرے سمجھنے میں غلطی ہے 
آپ خود بھو کنے کی بات کرتے ہیں اللہ تعالیٰ ہدایت دے اچھی بات کیا کر اخرت کو یاد کر سرکار موت سے انے سے پہلے توبہ کر لے",offensive
گندھی زبان والا عالم کدھر سے ہو گیا,normal
"گالی نہی گالیاں ۔ ۔ ۔ ،کون ھوگا مسلمان ایسی زبان چلاکر  ؟ مجھے تو ان۔کے ایمان میں کمزوری نظر اتی ھے دلائل  سے بات کرو لہجا نبی کا  معزرت کے ساتھ",normal
"واہ مولبی تیرا جواب نہیں اک اک
 لفظ تیرا گندی نالی چوں نکلیا ھویا اے",offensive
مسلمان کو گالی گلوچ نہیں کرنا چاہے,normal
انجنیر صاحب کی یہ بات درست ہے کہ مخالفت ہی مخالف کے باتوں کو سننے کے لیے متوجہ کرتے ہیں۔اور جب سنتے ہیں پھر موازنہ کر کے گالی والوں کے خلاف یو جاتے ہیں,offensive
انجینئر اپنی موت مر جائے گا فکر نہ کریں ایسے فتنے خود ہی مر جاتے ہیں,offensive
"جس طرح بنی اسرائیل میں کوئی ہارون کی جوتی کے برابر نہیں تھا
یہی بات اس امت میں بھی ہے
اب ہارون کی پیروی کرو یا سامری کے بچھڑے کی",hate
آ ئینہ انکو دیکھایا وہ برا مان گئے جیو قادری صاحب,normal
"""مولوی ذوالفقار علامہ یاسین قادری سے مناظرہ جیت گیا ہے"" ۔۔۔۔ کیونکہ مولا علی علیہ السلام کو صرف حسب و نسب، خاندانی وقار، شرافت و سخاوت، رسول پاک سے نسبت، خدا و رسول سے وفاداری، علم و حلم، عدل و انصاف، دینداری و پرہیزگاری، شجاعت و بہادری، اسلام کیلئے جذبہ فداکاری، رسول کے اہلبیت کی سربراہی، خواتین عالم کی سردار جناب سیدہ النساء العالمین کی زوجیت، جنت کے سرداروں حضرت امام حسن و امام حسین کی ولدیت جیسے معاملات میں ہی شیخین پر فضیلت حاصل ہے،،،، باقی سب معاملات میں شیخین ہی افضل ہیں۔",normal
اتنا پیر بنا پھرتا ہے اسرائیل کو تباہ کر دے فلسطین میں کتنا جرم ہو رہا ہے کشمیر میں کتنا جرم ہو رہا ہے برما میں کتنا جرم ہو رہا ہے مسلمانوں کی مدد کر ایسا کر کے دکھا اسرائیل تباہ ہو جائے,hate
"پاک فوج کے سربراہ حافظ سید عاصم منیر، آئی ایس آئی کے سربراہ جنرل ندیم انجم اور وزیر اعظم پاکستان میاں محمد شہباز شریف اور تمام بریلوی، دیوبندی اور شیعہ مسالک کے علمائے کرام سے گزارش ہے کہ اس فتنے کو روکیں۔  اسے روکنے کی کوشش کریں کیونکہ یہ پوری دنیا میں پاکستان اور دین اسلام کے لیے شرمندگی کا باعث ہے۔",normal
یہ شخص بہت برا درامے باز ہے استعفر,offensive
توبہ توبہ۔۔۔۔۔ یہ بندہ اپنے ماننے والوں کی وجہ سے بچ گیا۔۔۔۔ کتنا فریبی انسان ہے۔۔۔ میری دوست اپنی ساس کو لیکر اس کے آستانے پر گئی تھی اور مر گئی تھی۔۔۔۔ یہ ان کے مرض کا رتی برابر بھی علاج نہیں کر سکا۔۔۔ اس کے سارے مریض جعلی ہوتے ہیں,offensive
اقرار بھائی کیوں اپنی موت کو آواز دی آپ نے مروا دے گا آپ کو,normal
"شاہ صاحب آپ نے بہت غلط بات کی جو ثابت بھی نہ کرسکے مگر دل سوزی کی اس انسان کی جو نہ کسی سے پیسے لیتے نہ کوئی دنیاوی لالچ ہے اس انسان کو اور انسانیت کی خدمت کرتے ختم نبوت کا دفاع کرتے انٹرنیشنل سطح پہ باقی شاہ جی اپ غلط بیانی کر رہے ہیں اپنی بات پہ قاہم رہیں اب ،،اعلی ظرف وہ تھے جنکے خلاف اتنا برا کہا اور انہوں نے معاف کر دیا سب کے سامنے کہا کہ آل رسول اللہ صلی اللہ علیہ وآلہ وسلم ہیں آپ قابل احترام ہیں ماشاءاللہ اعلی ظرفی خطیب صاحب کی تاحیات یاد رہے گی اللہ پاک اور عزت دے آپکو آمین",offensive
جس نے سید کے ساتھ ٹکرا لگائی وہ تباہ اور برباد ہو گیا یہ چف چف کی بربادی شروع آج سے,offensive
اچھا ویڈیو میں  چیلوں نے اقرار  اور ٹیم ممبران کو برا بھلا کہا ہے وہاں پر ساؤنڈ بند کرکے ویڈیو اپلوڈ کی گئی ہے ۔,normal
ان کی گھبراہٹ اس بات کا ثبوت ہے کہ یہ سب فراڑ ہے۔ جو پیر میڈیا میں اکیلے تسلی سے ویڈیو بنوا لیتا ہے آج وہ اپنے مریدوں کو ڈھال بنا کے شور برپا کر رہا ہے,offensive
قرآن کی آیات نہ پڑھ سکے وہ کیسا پیر ہے۔ پیر اتنے گھبرائے ہوئے نہی ہوتے۔,offensive
"جس رب نے موسیؑ کوپانی سے
اور ابراہیمؑ کوآگ سےبچایا
وہ ہمیں کورونا سے بچائیگا
آپ سب کہیں ان شاءاللہ ۔",normal
اللہ پاک علظ کمنٹ کرنے والوں کو ہدایت دے اگر ہدایت کے قابل ہیں نہیں تو سب کو تباہ برباد فرماۓ آمین,normal
گیلانی گھبراکے اپنی ھی داڑھی کے بال نوچنے لگ پرڑا ھے,offensive
منہاجی بہت بڑا گستاخ ہے,hate
قرآن اور حدیث سے ثابت ہوا کہ ساری کائنات میں اہلبیت سا مقام ومرتبہ کسی کا نہیں بس اللّٰہ ہمیں اہلبیت کی محبت اور عقیدت میں زندگی بسر کرنے کی توفیق عطا فرمائے اور موت انکی غلامی میں دے آمین ثم آمین یا رب العالمین۔,normal
یاسین قادری  صاحب جیو علی علی علی علیہ سلام کرتے ہوے آپ کے برابر میں شاہ صاحب نہیی بلکے شاہ مداری صاحب ہیں جو یزد کا پسنددیدہ جانور بندر نچاتے ہیں انہیی کیا پتہ,offensive
"گرچہ معصوم ہے ہے ولی ہر نبی یہ سعادت مگر نہ کسی کو ملی 
پھر بتا چار کیسے برابر ہوئے جب کہ کعبے میں ظاہر ہوا ایک ہے",normal
اللہ تمام مسلمانوں کو حقیقت  شناسی عطا فرمائے جہالت کی موت سے بچائے آمین,normal
شاہ صاحب کے بارے میں کمنٹ میں وہ لوگ بات کر رہے جن کو صحیح سے خود وضو اور غسل کے فرائض نہیں آتے یہ صرف علماء کو ہی پتہ ہے کے مناظرہ میں بات کیسے کرتے ہیں یہ منہاجی سوال گندم جواب چنا دے رہا ہے,offensive
اویس ربانی صاحب حساس موضوعات پر برائے مہربانی نہ پروگرام کیا کریں,normal
"جقین۔ حضرت ابوبکر بھی قابل احترام ہیں ۔لیکں جو قربانیاں ، فضائل ،علم ، جھاد، حضرت علی کا ہے وہ کسی کا نہیں ۔۔۔تو حضرت علی افضل ہیںب۔اگر ایسا نہیں تو فلسطینی اور پاکستانی برابر ہیں پھر",normal
"صف بہ صف کس کے براتی تھے سر عرش بریں _xصفرصفرصفرD_
 کس کو حاصل یہ شرف؟ کس کا مقدر ہوگا؟_xصفرصفرصفرD_
مجھ کو تسلیم مقامات ہیں سب کے لیکن _xصفرصفرصفرD_
کون پر شوہرِ زہرؑا کے برابر ہوگا (علامہ نادر جاجوی)",normal
گستاخ قران گستاخ نبی گستاخ مولا علی ۔   ذوالفقار,offensive
خدا کی قسم یہ مناظرہ علامہ یاسین جیت چکا ہے یہ جو برابر میں جو ج*** کو بٹھایا ہوا ہے اس کو جوتے لگا کے بھگانے کے سوا اور کوئی چارہ نہیں ہے,offensive
ابو بکر تو علی علیہ السلام کی جوتی کے برابر بھی نہیں,offensive
یسن قادری گستاخ صحابہ کرام رضوان اللہ علیہم اجمعین ھے,offensive
فضیلت مولائے کائنات قرآن و حدیث سے ثابت ہے۔ اب لوگوں نے فیصلہ کر نا ہے قرآن و حدیث کو ماننا ہے یا ظالم حکومتوں کے بنائے ہو اصولوں پر عمل کرنا ہے,normal
یسین قادری گستاخ صحابہ,offensive
اھل سنت کہلانے والوں کی  صفوں میں چھپے گستاخانِ صحابہ کو لگام نہیں پٹہ ڈالنے کی ضرورت ہے,offensive
"یاسین قادری منہاجی نہیں ہے اس سے منہاج القرآن والے اعلان برات کر چکے ہیں
دوسرا اس بندے کو فضیلت کے مدارج کا پتہ نہیں مناظرہ اس نے کیا کرنا ہے",hate
"یٰسین گستاخ صحابہ ہے 
گستاخ حضرت عثمان غنی رض ہے",offensive
اویس بھائی برائے مہربانی اپ قاری ذوالفقار کو بار بار سید نہ کہیں کیونکہ دل خون کے انسو روتا ہے ایک سید ہو کر علی سے اتنا  بغض حضرت نوح کے بیٹے حضرت نوح کو نہیں مانا تو اللہ نے اس کو شجرے سے نکال دیا اسی طرح جو سید ہو کر علی کو نہ مانے وہ بھی شجرہ سے نکل جاتا ہے,offensive
"مناظرہ برابری کا نہیں ہے۔ علامہ یاسین قرآن و حدیث سے افضلیت کے اصول بیان کررہے ہیں اور علامہ ذالفقار پیروں و بابوں سے افضلیت کے اصول بیان کررہے ہیں۔

کس کو مانے قرآن و حدیث کو یا احناف کو ؟",offensive
"""مولوی ذوالفقار مناظرہ جیت گیا ہے"" ۔۔۔۔ کیونکہ مولا علی علیہ السلام کو صرف حسب و نسب، خاندانی وقار، شرافت و سخاوت، رسول پاک سے نسبت، خدا و رسول سے وفاداری، علم و حلم، عدل و انصاف، دینداری و پرہیزگاری، شجاعت و بہادری، اسلام کیلئے جذبہ فداکاری، رسول کے اہلبیت کی سربراہی، خواتین عالم کی سردار جناب سیدہ النساء العالمین کی زوجیت، جنت کے سرداروں حضرت امام حسن و امام حسین کی ولدیت جیسے معاملات میں ہی شیخین پر فضیلت حاصل ہے،،،، باقی سب معاملات میں شیخین ہی افضل ہیں۔",hate
بنی امیہ کی جالی فیکٹری ملا برای نام سید ناصیبیوں سے بھی گر گیا,hate
"یاسین رافضی صحابہ کا گستاخ ہے بے ادب، اور بے ڈنگا شخص ہے کوئی دلیل ایسی معلوم نہ ہوئی جو افضلیت مولا علی رضی اللہ تعالی عنہ پر دلالت کرتی ہو سارے دلائل فضیلت کے تھے نہ کہ افضلیت کے۔ 
جبکہ شاہ صاحب نے جو دلائل افضلیت صدیق اکبر رضی اللہ تعالی عنہ پر دیئے ہیں واہ واہ سبحان اللہ حق ادا کر دیا معلوم ہوتا تھا کہ حقیقی عالم گفتگو کر رہا ہے۔ اللہ تعالی شاہ صاحب کو درازی عمر بالخیر عطا فرمائے۔",offensive
"یاسین کو برا نہیں لگنا چاہئے جب اسے رافضی کہا گیا 
تو عقیدہ رافضی کو بیان کرتا ہے  اور رافضی کہنے پر برا مانتا ہے",offensive
یاسین نائی صرف کہانیاں کروا رہا ہے گستاخ صحابہ ہے صرف تکیہ کر رہا ہے,offensive
قاری یاسین صاحب آپکی ہلکی سی مسکراہٹ ہی ناصبیت کی موت ہے,offensive
کیسا مناظر ہے عربی عبارت پڑھتے ہوئے موت آتی ہے,normal
یہ یاسین بدکار پکہ رافضی ہے تب ہی تو رافضیوں والا کام کر رہا ہے۔۔۔کہ فضائلِ علی بیان کرتے ہوئے شیخین پر تبرا کر رہا ہے,offensive
یہ ضرور ثابت ہوگیا ہے کہ یاسین قادری صحابہ کی نیت پر شک بھی کرتا ہے۔ صحابہ کا بغضی بھی ہے اور صحابہ کا گستاخ بھی ہے۔ دوزخ کا کتا ہے۔,offensive
"ماشاءاللہ شاہ صاحب 
گستاخ صحابہ یاسین رافضی کو چاروں خانے چت کردیا",offensive
میرے خیال میں برادرانِ اہلسنّت کی خیر اس میں ہے کہ خاموش رہیں اگر علی کے شیروں کو چھیڑیں گے تو قصے بہت آگے تک جائیں گے۔۔۔ بہت سارے چہروں سے نقاب اُتر جائیں گے۔۔۔,hate
"اس نے تو مجلس پڑھنا شروع کر دی ہے 
رافضیوں سے بڑھ کر رافضی اور گستاخ ہے یہ منہاجی جو بالکل واضح ہے صحابہ کا ذکر کرتے ہوئے  اسے بڑی تکلیف ہو رہی ہے جو واضح محسوس کی جا سکتی ہے",hate
"مولا علی کے مقابلے میں خلفا سمیت سب زیرو نظر آتے ہیں لیکن جانشینی زیرو والو نے لے لی ۔ ظلم عظیم 
جو اس ظلم کی خلافت میں تائید کرتے ہیں وہ وہ بھی اس ظلم میں شامل ہیں ۔آج بھی ظالموں کے ساتھی موجود ہیں!",offensive
منھاجی  منہ  سے جھاگ نکالکر وہ جیخ چلاکر   اپنے  جہالت جھپانا  چاہتا  ہے یہ کھلا شیخین  رضوان اللہ صحابہ  کا گستاخ ہے,hate
علامہ یاسین قادری بہت باتمیز آدمی ہے اس کو کسی بات کرنے کی تمیز ہی نہیں جناب عالی آپ بھی انصاف کیا کریں دونوں مہمانوں کو برابر وقت دیا کریں,offensive
یاسین منہاجی کی باتوں سے صاف نظر آرہا ہے یہ شیخین کا گستاخ ہے,hate
اسکا کونسا جملہ کاٹا ہے گستاخ کا بہت بڑا گستاخ ہے بے ادب,offensive
یسین یہ پکہ شیعہ ہے اس سے بات کرنا فضول ہے یہ گستاخ ہے,hate
اویس بھائی کو بھی پتہ چل گیا کہ یسن کتنا بڑا گستاخ ہے,offensive
"حق حق ہے چاہے کسی کو برا لگے
جیو قادری صاحب",normal
یسن پکا گستاخ ہے,offensive
یاسین کی علمی حیسیت رائ کے دانے کے برابر بھی نہی اور انہونے ابھی تک قبلہ شاہ  صاحب کے ایک سوال کا جواب بھی نہی دیا جو ان کے خود کا دعوا ہے اس کا بھی جواب ان کے پاس نہی,offensive
"ایسے ہزار شاہ صاحبان ایک مرد مومن حضرت علی علیہ السلام کا ادنٰی غلام جناب محترم مولانا یاسین قادری صاحب حفظ اللہ کے برابر نہیں۔
مولانا یاسین قادری صاحب جو مواد پیش کر رہا ہے دراصل شاہ جی پہلی بار دیکھ اور سن رہا ہے کیونکہ شاہ صاحب ساری عمر اپنے بابوں کے فضائل پڑھے ہیں۔",offensive
ذوالفقار شاہ صاحب کو اللہ تعالی سلامت رکھے اور یاسین صاحب کو افضلیت پر بات کرنے کا حوصلہ دے یاسین صاحب کی گھبراہٹ سے پتہ چلتا ہے کہ یہ بس چلا گئی لگا رہے ہیں,offensive
اے دین کے ٹکاداروں مسلمانوں کو تو آپ نے تباہ کیا ہیں۔,offensive
"اللہ کی شان بہت بلند و بالا ہے 
وہ ایک گستاخ وہابی سے بھی اپنے محبوب بندے کو نوری بلوا رہا ہے
واہ کیا بات ہے",hate
ظالم مولویو تم سب کے جھگڑوں نے مسلمانوں کو کہیں کا نہی چھوڑا۔,hate
بڑے افسوس کی بات ہے کہ یہ لوگ اپنے آپ کو علماء اکرام سمجھتے ہیں یہ ظالم لوگ علماء حق نہیں بلکے علماء سوء ہیں انکو مناظرہ کرنے کا علم ہی نہیں ہے,offensive
"کفار مسلمانوں کو تباہ و برباد کرنے پر تلے ہیں اور ہم مسلمان ایک دوسرے کو نیچا دکھا کر خوش ہیں,,, افسوسناک",hate
اسلام ایک وہ تلوار ہے جس میں تمام فرقے ایک ہیں ہم سب ایک ہی رسول کے اُمتی ہیں اگر ہم تفرقہ بازی کاریں گے تو یہ اسلام کی تلوار  ٹوٹ کر بکھر جائے گی اگر ہم چاہتے ہیں کہ اسلام قیامت تک بحثیت تمدنی قوت زندہ  رہے تو ہمیں اس تفرقہ بازی سے باز انا چائیے اللّٰہ تعالیٰ ہمیں تمام برائیوں اور گناہوں سے بچا کے رکھے اور ایک سچا اُمتی بنائے آمین,normal
"یہ کیا ہو رہا ہے مناظرہ؟مسلمان مسلمان کا مناظرہ؟ اب یہ کس کی سنت ہے؟ میرے نبی ص کی تو نہیں ہے. 
مولوی معاشرہ سنوارو تاکہ مسجد میں پانی کے گلاس کو زنجیر نہ ڈالنا پڑے نفرتیں مت پھیلائیں
تم صحیح میں غلط لیکن جینے تو دو زندگی تو اللہ نے دی ہے",normal
میں بریلوی سے تبلیغی دیوبندی ہوا پھر سپاہ صحابہ میں شامل رہا پھر اہلحدیث ہوا پھر اہل تشیع رہا اب اسلام اور تصور خدا کو چھوڑ چکا ہے شکر ہے اب بہت خوش اور سکون میں ہوں جو اس گند سے چھٹکارا مل گیا,normal
"مناظرہ مسائل کا حل نہیں اس سے صرف نفرت ہی نفرت پھیلتی ہے، مناظرے میں اتنی توانائی صرف کرنے کی بجائے امت مسلمہ کے لیے فلاحی کاموں میں اپنا تعاون دیں۔ قوم کے لئے کوئی نہیں سوچتا فروحی مسائل میں اپنا وقت ضائع کر رہے ھیں۔ اللہ تعالیٰ علمائے دین کو عقل سلیم عطا فرمائے آمین۔",normal
نفرت اور بدعت کے علمبردار تمام فرقوں کو اللہ نیست نابود کرے اور اتحاد امت کا اک نیا سورج بلند کرے۔آمین,normal
"اگر کوئی وہابی ھے یا بریلوی ھے تو کیا اسے مسلمان کہنا چاہیے؟

جو بھی اپنے آپ کو کسی فرقے کا کہے اس کے ایمان پہ شک ہونا چاہیے

کیا نبی پاک وہابی تھے، بریلوی تھے، دیو بندی تھے یا اہل حدیث تھے؟ اگر وہ مسلمان تھے تو پھر یہ کون ہیں؟؟؟

اور وہابی صاحب کی زبان ملاحظہ فرمائیں- کیا ان کی باتیں فیملی کے ساتھ کوئی سن سکتا ھے؟ ان کی باتوں میں کس قدر فحاشی ھے- ان سے دماغ میں کس قدر گند بھرا ھےاللہ کی پناہ مانگنی چاہیے ان سے-",normal
وہابیو تمھاری پکڑ بھی بڑھی سخت ہے گستاخو,hate
وہابی فسادی گالیاں دے رہا ہے مناظرے میں,hate
وہابی گستاخ تھے گستاخ ہیں اور گستاخ رہیں گے,hate
کیا فائیدا اس مناظاری  کا اللہ  سب کو دیکھ رہا ھے بس ایک بات ھے جو رسول کا گستاخ جو پنجتن  کا گستاخ وھ مسلمان  نہیں  ھے,offensive
میں ایک سنی بریلوی ہوں اور فرقہ بندی سے نفرت کرتا ہوں بس ایک بات کہوں گا کبھی بھی کسی شیعہ عالم سے مناظرہ کر لینا تم کو لگ پتا جائے گا.,hate
میرے بنی علیہ وسلم کا ارشاد کہ  فرقوں میں مت بٹ جانا کیونکہ تہتر فرقوں میں ایک ہی جنت میں جنت میں جائے فیصلہ کر لیں کہ ہم ایک والے ہیں یا بہتر والے ۔ ہلاکوں خان نے جب بغداد کو تباہ برباد کیا تو آپ کے عالم بھائی کس بات پر دست و گریبان تھے موضوع اس وقت بھی یہی تھا جو آج ہے۔ کُتے کی دم دس صدیوں کے بعد بھی نلکی سے نکالیں تو ٹیڑھی ہی رہتی ہے,normal
مسلمان کٹ رھے ہیں اور اس کو ایک دوسرے کے اوپر کفر کے فتوے لگاتے ہیں ظالم لوگ,normal
واللہ یہ سب گستاخ ہیں,offensive
بریلوی  سے مناظرہ کرنا اور امریکہ  پیدل جانا برابر ہے,hate
"گٹر کا گند
دیوبند دیوبند",hate
"پاکستان میں جتنا بھی ظلم اسوقت عوام پر ہو رہا ہے، جو بھی لاقانونیت ہے، اور گندی فلمیں بنائی جا رہی ہیں، شادی کے بغیر ہمبستری کو جائز قرار دیا جا رہا ہے، کہاں تھے یہ مولوی حضرات ؟ جب دین کو آنچ آتی ہے تو یہ سب چھپ جاتے ہیں اور جب پیچھے سے بوٹ لگتا ہے تو بیان بازیاں شروع۔ جناب جو اسلام کے محافظ ہونے کی زمہ داریاں ہیں ان کو تو پہلے نبھائیں بعد میں دوسروں کو مشورے دینا",offensive
"لیبک "" یا رسول اللہ صلی اللہ علیہ وسلم ""
رضوی صاحب کاش کہ یہ سبق اپنے بیٹوں کو بھی پڑھا جاتے کہ "" دین "" پر کوئی سیاست نا کرنا !!!!!!!!!
 مگر افسوس کہ آپ کے بعد یہ جماعت  بھی  برائے فروخت ہو گئی!!!!!!!!!!",offensive
"گستاخ رسول ھو بھی تو کوئی اپنے طور پر قتل نہیں کر سکتا ۔۔۔فتوی مولانا الیاس قادری مدظلہ۔۔۔۔۔
ممتاز قادری نے قتل کیا اور قتل کی سزا پا لی اللہ پاک درجات بلند فرمائے آمین",normal
تحریک لبیک مودی کی تعریف کرے فرانس کے گستاخ رسول صدر سے بغل گیر ھونے والے شہباز شریف اور بلاول کے خلاف ایک لفظ نہ بولے اور عمران خان جس نے پوری دنیا میں عشق رسول کا ڈنکا بجا دیا کے خلاف زہر اگلے مجھے آج تک سمجھ آئی نہ کوئی سمجھا سکا۔ یہ دیکھ کر مجھے یقین ھو چلا ھے کہ تحریک لبیک ایک فتنہ ھے یہ فتنہ دجال ھے جس کے بارے حدیث شریف میں نشاندہی کی گئی ھے کہ ساتصفر ھزار علما دجال کے مرید ھو جائیں گے اور ان پر سبز چادریں ھو ں گی۔,hate
ممتاز قادری کیا عاشق رسول ﷺ تھے جس نے عدالت سے رحم کی اپیل کی کہ میرے چھوٹے چھوٹے بچے ہیں موت سے گھبرا گیا تھا یہ تھا عشق رسول ﷺ,offensive
عمران کا حشر اور برا ہوگا,offensive
ملحد صاحب موت کیوں اتی ہیں اس کا جواب ہیں آپ کے پاس اگر یہ کائنات بغیر خدا کے ہیں پہر انسان کو کیوں موت آ رہی ہیں اس کو ہمیشہ زندہ رہنا چاہیے جو چیز انسان کو زندہ رکھتی ہیں وہ روح ہیں پھر یہ روح کہاں سے ہیں,offensive
"سائنس اِسلام کا علمِ کلام ہے۔ سائنس کی علمی ترقیوں نے اِسلام کی عالمی اہمیت کو ازسرِنو واضح کردیاہے ۔ رُوحِ عصر جس چیز کی طالب ہے وہ بِلا شُبہ دینِ اِسلام ہے ۔
مذہب اور سائنس ایک دُدوسرے کے حریف نہیں، سائنس اپنی نوعیت کے اعتبار سے مذہب کی براہِ راست تصدیق ہے ۔سائنس نے ایسی علمی بنیاد فراہم کی ہے جو مذہب کے مطالعے کے لیے علمی شواہد کی حیثیت رکھتی ہے۔سائنس مذہب کی معاون ہے، وہ کسی بھی اعتبار سے مذہب کی مخالف نہیں _",normal
اویس صاحب صرف بحث برائے بحث کر رہے ہیں۔,normal
"میری اہل علوم سے درج ذیل سوال کے جواب کی گزارش ہے۔

سوال: کیا شعور مادہ کا محتاج ہے۔ یا مادہ شعور کا محتاج ہے؟ برائے مہربانی جواب کیلئے کسی موضوع مثال کا بھی انتخاب کیجئے۔",normal
جینز کا اچھائ اور برائ سے کیا تعلق ہے ۔,normal
ڈاکٹر یاصر صاحب کو بےہو دہ علم کی بد ہضمی ہوئی ہے ۔اس کو ڈاکٹر ذاکر نائیک صاحب کے پاس جانا چاہئے تاکہ وہ ان کی عقل کو ٹھکانے لگانے گا۔۔یہ اللہ کو لیبارٹری میں ثابت کرنا چاہتے ہیں ۔اس عقل کل کو  بتا دینا ہے کہ انسان کا وجود یعنی خود اس کا وجود کیسے ہوا ہے۔ موت و حیات کا اور کاءینات کو چلانے کا کنٹرول سنبھال کوں رہا ہے ۔ انسانیت کو خدمت کی ضرورت ت نہکہ  بے کار  موضوع پر وقت ضایع کرنے ۔لگتہ ہے کہ فتنہ کے بیج بونے کا موقعہ ملا ہے ۔۔۔۔۔,offensive
"@AwaisIqbal_Official
میں آپ کو صرف ایک مثال دینا چاہتا ہوں۔ امکان کیا ہے .......؟اگر آپ صحیح ہیں تو مرنے کے بعد آپ کو اللہ کے بارے میں آپ کے کسی غلط خیال کی سزا نہیں ملے گی۔ لیکن ذرا سوچیں کہ اگر موت کے بعد زندگی ہے تو آپ کو ایکصفرصفر% سزا ملے گی۔ اسی طرح اگر تم نے اللہ کو مان لیا اور موت کے بعد زندگی کا وجود نہیں تو تم پر کسی سے عذاب نہیں آئے گا اور اگر اللہ حقیقت میں موجود ہے اور تم اللہ کو نہیں مانتے تو موت کے بعد تم پر عذاب ضرور آئے گا۔",normal
یہ خود ہی اپنے دلیل میں غلطی کر رہا ہے  بھائی اچھائی اور برائی کا موجود ہونا ہی خدا کے موجود ہونے کی دلیل ہے,normal
یہ بندہ اویس صرف اپنی ضد کی وجہ سے بحث برائے بحث کر رہا ہے,offensive
ان صاحب سے موت پر بات کریں اگر سب کچھ خود ہی پیدا ہو گیا ہے تو موت کیوں مستقل مزاجی کے ساتھ نہیں آتی۔,normal
"کوئی برا مت مانو،
لیکن واجدی بار بار کہتا ہے I don't know ۔
تو بھائی تو ایک اور پیعمبر کا ضرورت ہے، کہ یہ I don't know کہ جواب لے ائے۔",normal
"الحمدللہ میں اللّٰہ رب العزت کا کروڑ ہا شکر ادا کرتا ہوں کہ اس نے مجھے مسلمان گھرانے میں پیدا کیا اور اسلام کی پہچان نصیب فرمائی...

رَضِیُتُ بِاللّٰہِ رَبًا وَّبِاالْاِسْلَامِ دِیْناً وَّبِمُحَمَّدٍ نَبِیًّا

میرے اللّٰہ مجھے اسلام پر زندگی اور ایمان پر موت نصیب فرمانا۔ آمین آمین آمین",normal
"سبحان اللہ سبحان اللہ
یاسر بھائی
اللہ تعالیٰ آپ کی زندگی میں خوب برکت عطا فرمائے اور ہر جگہ اللہ تعالیٰ ایسے یاسر پیدا فرمائے جو دین اسلام کو دلائل و براہین سے ثابت کرتے رہیں",normal
